iteration,loss,value_loss,policy_loss,wins_random_2p,wins_deepseek_2p,wins_random_4p,wins_deepseek_4p,wins_starter_2p
34,0.26126351952552795,0.0020752709824591875,0.2591882348060608,,,,,
35,0.24981871247291565,0.00133287173230201,0.24848583340644836,,,,,
36,0.25293800234794617,0.0014870408922433853,0.25145095586776733,,,,,
37,0.24184951186180115,0.0013513220474123955,0.24049818515777588,,,,,
38,0.18942946195602417,0.0016836291179060936,0.1877458393573761,,,,,
39,0.24101032316684723,0.0015736385248601437,0.23943668603897095,,,,,
40,0.1983191967010498,0.0011046200525015593,0.19721457362174988,,,,,
41,0.19902600347995758,0.0012121943291276693,0.19781380891799927,,,,,
42,0.21704111993312836,0.0020482398103922606,0.21499288082122803,,,,,
43,0.2917556166648865,0.0015659542987123132,0.290189653635025,,,,,
44,0.2406173199415207,0.0022818888537585735,0.23833543062210083,,,,,
45,0.16741198301315308,0.0011962377466261387,0.16621574759483337,,,,,
46,0.24948915839195251,0.0013127147685736418,0.2481764405965805,,,,,
47,0.2356959581375122,0.001781249069608748,0.23391470313072205,,,,,
48,0.2371823787689209,0.0012157885357737541,0.23596659302711487,,,,,
49,0.26034581661224365,0.0010085831163451076,0.25933724641799927,,,,,
50,0.1968764364719391,0.0006519063608720899,0.19622452557086945,10,0,5,0,0
51,0.19731517136096954,0.0014919195091351867,0.19582325220108032,,,,,
52,0.24439221620559692,0.0015370713081210852,0.24285514652729034,,,,,
53,0.21276278793811798,0.0014550962951034307,0.21130768954753876,,,,,
54,0.2271246761083603,0.002194989938288927,0.22492969036102295,,,,,
55,0.2407425343990326,0.0016657260712236166,0.23907680809497833,,,,,
56,0.21643221378326416,0.0030547427013516426,0.2133774757385254,,,,,
57,0.22785566747188568,0.0017495432402938604,0.22610612213611603,,,,,
58,0.21723754703998566,0.0011375589529052377,0.21609999239444733,,,,,
59,0.2539488673210144,0.0006841489230282605,0.25326472520828247,,,,,
60,0.2247287631034851,0.000990058295428753,0.22373870015144348,,,,,
61,0.21190345287322998,0.0015788370510563254,0.21032461524009705,,,,,
62,0.23499716818332672,0.0012535969726741314,0.2337435781955719,,,,,
63,0.1962110549211502,0.0009383669821545482,0.19527268409729004,,,,,
64,0.17849808931350708,0.0010118543868884444,0.17748624086380005,,,,,
65,0.16442707180976868,0.0012774164788424969,0.1631496548652649,,,,,
66,0.19142501056194305,0.0006331112235784531,0.19079190492630005,,,,,
67,0.18641696870326996,0.0008239899179898202,0.18559297919273376,,,,,
68,0.20247803628444672,0.0013566170819103718,0.20112141966819763,,,,,
69,0.17326582968235016,0.001171365613117814,0.172094464302063,,,,,
70,0.20777544379234314,0.0013232803903520107,0.2064521610736847,,,,,
71,0.2106066346168518,0.0007629393949173391,0.2098436951637268,,,,,
72,0.19078227877616882,0.0011350212153047323,0.18964725732803345,,,,,
73,0.21327421069145203,0.0009052222594618797,0.21236899495124817,,,,,
74,0.176227405667305,0.0012169282417744398,0.17501047253608704,,,,,
75,0.2082824558019638,0.0011402529198676348,0.2071422040462494,,,,,
76,0.21904058754444122,0.0009314018534496427,0.21810919046401978,,,,,
77,0.2459348738193512,0.0012960154563188553,0.2446388602256775,,,,,
78,0.23523148894309998,0.001165064051747322,0.2340664267539978,,,,,
79,0.19962415099143982,0.0007613879861310124,0.19886276125907898,,,,,
80,0.19095583260059357,0.00046996865421533585,0.1904858648777008,,,,,
81,0.21901844441890717,0.0013712854124605656,0.21764716506004333,,,,,
82,0.2783641815185547,0.0010097036138176918,0.27735447883605957,,,,,
83,0.2081862986087799,0.0009501801105216146,0.20723611116409302,,,,,
84,0.16249598562717438,0.001264476915821433,0.16123150289058685,,,,,
85,0.22957228124141693,0.0007152975886128843,0.22885698080062866,,,,,
86,0.15980297327041626,0.00047389959217980504,0.15932907164096832,,,,,
87,0.1743255853652954,0.00042891231714747846,0.1738966703414917,,,,,
88,0.17678219079971313,0.0004376166616566479,0.17634457349777222,,,,,
89,0.1982559859752655,0.001276928000152111,0.19697906076908112,,,,,
90,0.17401240766048431,0.0004861483466811478,0.17352625727653503,,,,,
91,0.19117498397827148,0.0007772688986733556,0.190397709608078,,,,,
92,0.1689208596944809,0.0009441468282602727,0.16797670722007751,,,,,
93,0.1738685816526413,0.0006781856063753366,0.1731904000043869,,,,,
94,0.19249644875526428,0.0005043910350650549,0.19199205935001373,,,,,
95,0.1488458663225174,0.00012869416968896985,0.14871716499328613,,,,,
96,0.12637612223625183,0.00017943840066436678,0.12619668245315552,,,,,
97,0.15528708696365356,0.0002320975181646645,0.1550549864768982,,,,,
98,0.16359534859657288,0.0002571761142462492,0.16333816945552826,,,,,
99,0.15206199884414673,0.00018784802523441613,0.15187415480613708,,,,,
100,0.18591251969337463,0.0004944782704114914,0.185418039560318,8,0,4,0,0
101,0.19673869013786316,0.00021676486358046532,0.19652192294597626,,,,,
102,0.15543808043003082,0.0002289533003931865,0.15520912408828735,,,,,
103,0.15601837635040283,0.0002381160738877952,0.15578025579452515,,,,,
104,0.15004462003707886,0.0002861852408386767,0.14975842833518982,,,,,
105,0.16172435879707336,0.0001447089744033292,0.1615796536207199,,,,,
106,0.1451474130153656,0.00018018687842413783,0.1449672281742096,,,,,
107,0.13213153183460236,0.00013941593351773918,0.13199211657047272,,,,,
108,0.17775659263134003,0.00016700400738045573,0.17758959531784058,,,,,
109,0.14569087326526642,0.00015677395276725292,0.14553409814834595,,,,,
110,0.12915317714214325,0.00014946820738259703,0.12900370359420776,,,,,
111,0.17288312315940857,0.0003833122900687158,0.17249980568885803,,,,,
112,0.17536561191082,0.0002626853820402175,0.17510291934013367,,,,,
113,0.1907547563314438,0.000250706187216565,0.1905040442943573,,,,,
114,0.1610153466463089,8.993297524284571e-05,0.16092541813850403,,,,,
115,0.1478612869977951,0.00010124042455572635,0.1477600485086441,,,,,
116,0.12518712878227234,0.00010054554149974138,0.12508659064769745,,,,,
117,0.13977296650409698,0.00012220531061757356,0.13965076208114624,,,,,
118,0.16306686401367188,0.00013066487736068666,0.16293619573116302,,,,,
119,0.1368347704410553,0.0001227632019435987,0.13671201467514038,,,,,
120,0.17165204882621765,8.971143688540906e-05,0.1715623438358307,,,,,
121,0.1421739012002945,0.00016872562991920859,0.14200517535209656,,,,,
122,0.1406036615371704,0.00014984003792051226,0.14045381546020508,,,,,
123,0.1510317325592041,0.00013020439655520022,0.15090152621269226,,,,,
124,0.15122833847999573,0.00014475136413238943,0.1510835886001587,,,,,
125,0.15858647227287292,2.5210902094841003e-05,0.15856125950813293,,,,,
126,0.13813833892345428,5.674713975167833e-05,0.1380815953016281,,,,,
127,0.1495966762304306,5.99385894020088e-05,0.14953674376010895,,,,,
128,0.18678584694862366,0.001014056382700801,0.18577179312705994,,,,,
129,0.1999662071466446,0.0005643494077958167,0.19940185546875,,,,,
130,0.17984457314014435,0.0003395482781343162,0.17950502038002014,,,,,
131,0.1423136293888092,0.0002833845792338252,0.1420302391052246,,,,,
132,0.1299310326576233,0.0001118632935686037,0.12981916964054108,,,,,
133,0.15106970071792603,0.00021686198306269944,0.15085284411907196,,,,,
134,0.1561736911535263,6.531726103276014e-05,0.15610837936401367,,,,,
135,0.17404314875602722,0.00019393539696466178,0.1738492101430893,,,,,
136,0.18878145515918732,2.0747538655996323e-05,0.18876071274280548,,,,,
137,0.21251480281352997,5.737906394642778e-05,0.21245741844177246,,,,,
138,0.1732969880104065,0.00011851589806610718,0.17317847907543182,,,,,
139,0.18901808559894562,3.757209924515337e-05,0.18898051977157593,,,,,
140,0.13341599702835083,9.602638601791114e-05,0.13331997394561768,,,,,
141,0.14881712198257446,7.263860425155144e-06,0.14880986511707306,,,,,
142,0.1591104120016098,0.00022614639601670206,0.15888427197933197,,,,,
143,0.17801663279533386,0.00015494879335165024,0.17786169052124023,,,,,
144,0.21589317917823792,3.2345062209060416e-05,0.21586082875728607,,,,,
145,0.1798548698425293,0.00010431133705424145,0.17975056171417236,,,,,
146,0.24679367244243622,0.00012631046411115676,0.24666735529899597,,,,,
147,0.16519232094287872,0.00011170977813890204,0.16508060693740845,,,,,
148,0.1366528421640396,1.887805774458684e-05,0.136633962392807,,,,,
149,0.21317359805107117,6.753613706678152e-05,0.21310606598854065,,,,,
150,0.22843529284000397,0.00015787393203936517,0.22827741503715515,11,0,4,0,0
151,0.1752692461013794,0.00026504648849368095,0.17500419914722443,,,,,
152,0.14931990206241608,0.00015447658370248973,0.14916542172431946,,,,,
153,0.23460912704467773,0.00013530724390875548,0.2344738245010376,,,,,
154,0.21000060439109802,0.0002349337883060798,0.20976567268371582,,,,,
155,0.19633319973945618,0.00024103833129629493,0.1960921585559845,,,,,
156,0.27777421474456787,0.00015688718121964484,0.27761733531951904,,,,,
157,0.19375306367874146,0.0002081402635667473,0.1935449242591858,,,,,
158,0.2324002981185913,0.0001894126326078549,0.2322108894586563,,,,,
159,0.2537294626235962,0.0002430115273455158,0.2534864544868469,,,,,
160,0.20955394208431244,0.00015840101696085185,0.20939554274082184,,,,,
161,0.2102346122264862,0.0001326441706623882,0.21010196208953857,,,,,
162,0.22115035355091095,0.00017563157598488033,0.22097472846508026,,,,,
163,0.24243998527526855,0.00047146895667538047,0.24196851253509521,,,,,
164,0.2512008845806122,0.0002184294571634382,0.25098246335983276,,,,,
165,0.26601287722587585,0.00015583678032271564,0.2658570408821106,,,,,
166,0.2729175388813019,8.701669867150486e-05,0.2728305160999298,,,,,
167,0.21143889427185059,5.8448698837310076e-05,0.21138045191764832,,,,,
168,0.17093110084533691,0.00012420107668731362,0.1708068996667862,,,,,
169,0.22434654831886292,0.00010323077003704384,0.22424331307411194,,,,,
170,0.2116258591413498,0.0004067197733093053,0.21121913194656372,,,,,
171,0.25128522515296936,0.00021187194215599447,0.25107336044311523,,,,,
172,0.17339563369750977,0.00023544304713141173,0.17316019535064697,,,,,
173,0.24800048768520355,0.0001031243009492755,0.24789735674858093,,,,,
174,0.2049790471792221,0.00016338677960447967,0.20481565594673157,,,,,
175,0.17787876725196838,0.00015303985856007785,0.17772573232650757,,,,,
176,0.17958277463912964,0.00028458351152949035,0.17929819226264954,,,,,
177,0.1638035774230957,0.00011401957453927025,0.16368955373764038,,,,,
178,0.2071729153394699,5.2525847422657534e-05,0.2071203887462616,,,,,
179,0.1829293817281723,0.0002075346274068579,0.18272185325622559,,,,,
180,0.17582257091999054,8.940977568272501e-05,0.17573316395282745,,,,,
181,0.19543153047561646,0.00012734474148601294,0.19530418515205383,,,,,
182,0.208194300532341,0.00012359736138023436,0.20807071030139923,,,,,
183,0.24831391870975494,0.00010843896598089486,0.24820548295974731,,,,,
184,0.22829727828502655,7.062276563374326e-05,0.2282266616821289,,,,,
185,0.24889738857746124,0.00012387130118440837,0.2487735152244568,,,,,
186,0.22543096542358398,6.043655230314471e-05,0.22537052631378174,,,,,
187,0.2598645091056824,4.361027822596952e-05,0.2598209083080292,,,,,
188,0.2576935291290283,0.0002231766120530665,0.25747033953666687,,,,,
189,0.2048969715833664,0.0001961342350114137,0.20470084249973297,,,,,
190,0.22992821037769318,0.00011147539771627635,0.229816734790802,,,,,
191,0.2595748007297516,0.00023805638193152845,0.2593367397785187,,,,,
192,0.21197988092899323,0.00017234038386959583,0.21180753409862518,,,,,
193,0.27086368203163147,7.144176834117388e-06,0.2708565294742584,,,,,
194,0.143111452460289,0.0002095488307531923,0.14290189743041992,,,,,
195,0.2505185306072235,0.00012721188249997795,0.25039130449295044,,,,,
196,0.23281033337116241,0.00023549387697130442,0.23257483541965485,,,,,
197,0.21707004308700562,0.00018503580940887332,0.21688500046730042,,,,,
198,0.19562435150146484,0.0001998110383283347,0.19542454183101654,,,,,
199,0.24660857021808624,0.0003393205115571618,0.24626925587654114,,,,,
200,0.224530890583992,0.00027652987046167254,0.22425435483455658,8,0,7,0,0
201,0.23609936237335205,0.0003534165443852544,0.23574595153331757,,,,,
202,0.27424633502960205,7.403160270769149e-05,0.274172306060791,,,,,
203,0.22656585276126862,0.00018481204460840672,0.22638103365898132,,,,,
204,0.2718459367752075,9.148034587269649e-05,0.2717544436454773,,,,,
205,0.23853358626365662,0.0001289604406338185,0.23840463161468506,,,,,
206,0.23159033060073853,0.0001978254149435088,0.231392502784729,,,,,
207,0.2171766757965088,0.00030355557100847363,0.21687312424182892,,,,,
208,0.20893122255802155,0.00013221676636021584,0.20879900455474854,,,,,
209,0.18906940519809723,0.0001796691067283973,0.188889741897583,,,,,
210,0.215394988656044,0.00014062550326343626,0.21525436639785767,,,,,
211,0.17533506453037262,9.979965398088098e-05,0.17523527145385742,,,,,
212,0.17548759281635284,0.00012602175411302596,0.17536157369613647,,,,,
213,0.22950740158557892,0.00011556617391761392,0.22939182817935944,,,,,
214,0.20068718492984772,0.00029712083050981164,0.2003900706768036,,,,,
215,0.18800048530101776,0.00030631315894424915,0.18769417703151703,,,,,
216,0.2328796237707138,0.0003165073867421597,0.23256312310695648,,,,,
217,0.18675079941749573,5.332438013283536e-05,0.18669746816158295,,,,,
218,0.14910529553890228,0.00013012303679715842,0.1489751785993576,,,,,
219,0.2801124155521393,0.00029158126562833786,0.27982082962989807,,,,,
220,0.19193482398986816,0.00020149695046711713,0.19173333048820496,,,,,
221,0.17552638053894043,0.00020955674699507654,0.17531682550907135,,,,,
222,0.25858011841773987,0.00012148618407081813,0.2584586441516876,,,,,
223,0.16349761188030243,0.00018872089276555926,0.16330888867378235,,,,,
224,0.24586006999015808,0.0002352859009988606,0.24562478065490723,,,,,
225,0.2228163182735443,0.00029484141850844026,0.22252148389816284,,,,,
226,0.20962530374526978,0.00016920582856982946,0.20945610105991364,,,,,
227,0.20568734407424927,0.00019338505808264017,0.2054939568042755,,,,,
228,0.17172744870185852,0.00043976190499961376,0.1712876856327057,,,,,
229,0.22017104923725128,0.00017886569548863918,0.21999219059944153,,,,,
230,0.24541889131069183,8.340414933627471e-05,0.24533548951148987,,,,,
231,0.16740445792675018,0.0001639806287130341,0.1672404706478119,,,,,
232,0.2645553946495056,0.00020432739984244108,0.2643510699272156,,,,,
233,0.1977262645959854,0.00031865586061030626,0.19740760326385498,,,,,
234,0.22426632046699524,0.00018065668700728565,0.22408565878868103,,,,,
235,0.22907288372516632,0.0002325763925909996,0.22884030640125275,,,,,
236,0.20398175716400146,0.0001614802167750895,0.20382027328014374,,,,,
237,0.2159135788679123,6.111912080086768e-05,0.21585245430469513,,,,,
238,0.2662625312805176,0.00017492144252173603,0.2660876214504242,,,,,
239,0.21831312775611877,6.650017166975886e-05,0.21824662387371063,,,,,
240,0.22896422445774078,0.00021990766981616616,0.22874431312084198,,,,,
241,0.2725295424461365,0.00010524789831833914,0.27242428064346313,,,,,
242,0.22585463523864746,0.00022819307923782617,0.22562643885612488,,,,,
243,0.24606360495090485,0.0001247413019882515,0.24593886733055115,,,,,
244,0.26965993642807007,0.00026447034906595945,0.26939547061920166,,,,,
245,0.18425187468528748,0.00020924635464325547,0.18404263257980347,,,,,
246,0.23168589174747467,0.00022427624207921326,0.23146161437034607,,,,,
247,0.22106988728046417,6.791105261072516e-05,0.2210019826889038,,,,,
248,0.21997877955436707,0.00016437236627098173,0.21981440484523773,,,,,
249,0.20527438819408417,0.00041661562863737345,0.20485776662826538,,,,,
250,0.20763050019741058,0.0001756116544129327,0.2074548900127411,9,0,5,0,0
251,0.2218020111322403,0.0003891999367624521,0.2214128077030182,,,,,
252,0.1757163405418396,0.00021904931054450572,0.17549729347229004,,,,,
253,0.21348094940185547,7.173531776061282e-05,0.2134092152118683,,,,,
254,0.26644137501716614,0.0003181464853696525,0.2661232352256775,,,,,
255,0.19408416748046875,0.00015163379430305213,0.19393253326416016,,,,,
256,0.26627475023269653,0.00016114040045067668,0.26611360907554626,,,,,
257,0.19222088158130646,0.0002069013862637803,0.19201397895812988,,,,,
258,0.28096890449523926,0.0001337447320111096,0.2808351516723633,,,,,
259,0.2339288294315338,6.0005957493558526e-05,0.2338688224554062,,,,,
260,0.24490737915039062,9.876556578092277e-05,0.2448086142539978,,,,,
261,0.18247312307357788,6.680953811155632e-05,0.18240630626678467,,,,,
262,0.23983906209468842,0.00026362924836575985,0.23957543075084686,,,,,
263,0.22784525156021118,0.00014115252997726202,0.22770409286022186,,,,,
264,0.2212648093700409,0.00020438918727450073,0.22106042504310608,,,,,
265,0.21564975380897522,0.00020005754777230322,0.21544969081878662,,,,,
266,0.22390350699424744,0.00016165435954462737,0.22374185919761658,,,,,
267,0.1760629117488861,5.8250981965102255e-05,0.17600466310977936,,,,,
268,0.26089808344841003,0.0002733374712988734,0.2606247365474701,,,,,
269,0.20129862427711487,0.00012540940952021629,0.20117321610450745,,,,,
270,0.22605685889720917,0.0002132075314875692,0.2258436530828476,,,,,
271,0.21364769339561462,0.00026389252161607146,0.21338379383087158,,,,,
272,0.18408603966236115,0.00013391647371463478,0.18395212292671204,,,,,
273,0.13877128064632416,0.00015005594468675554,0.1386212259531021,,,,,
274,0.15797346830368042,7.488784467568621e-05,0.15789857506752014,,,,,
275,0.2199787050485611,0.00014829116116743535,0.21983040869235992,,,,,
276,0.18664613366127014,0.00019538980268407613,0.1864507496356964,,,,,
277,0.2468547821044922,0.00016815545677673072,0.24668662250041962,,,,,
278,0.17577436566352844,6.940543244127184e-05,0.1757049560546875,,,,,
279,0.21129374206066132,5.980862624710426e-05,0.2112339287996292,,,,,
280,0.19128893315792084,0.00019966845866292715,0.19108925759792328,,,,,
281,0.1769479215145111,0.0001460864586988464,0.17680183053016663,,,,,
282,0.22746491432189941,0.0001440590713173151,0.2273208498954773,,,,,
283,0.24822254478931427,0.00016459567996207625,0.24805794656276703,,,,,
284,0.23301896452903748,0.00014353691949509084,0.23287542164325714,,,,,
285,0.23934730887413025,0.0002923309803009033,0.23905497789382935,,,,,
286,0.21096234023571014,3.4580812098283786e-06,0.21095888316631317,,,,,
287,0.1482100784778595,0.00011625663319136947,0.1480938196182251,,,,,
288,0.2022988647222519,0.00016383096226491034,0.20213502645492554,,,,,
289,0.1809695065021515,0.00015553258708678186,0.1808139681816101,,,,,
290,0.1685926914215088,0.00022076471941545606,0.16837193071842194,,,,,
291,0.21939729154109955,0.00028274088981561363,0.21911455690860748,,,,,
292,0.2740679681301117,0.00013775777188129723,0.27393022179603577,,,,,
293,0.17621180415153503,0.00028174789622426033,0.17593005299568176,,,,,
294,0.18674170970916748,0.00015153936692513525,0.18659016489982605,,,,,
